FileName,Sequence number,Primal emotion,Primal emotion value,Calmness value,Anger value,Joy value,Sadness value,Energy Point,Time,Starting time of the talk,End time of the talk,Channel,Status,Text time,Text,0-20%,20-40%,40-60%,60-80%,80-100%,first10secs,first30secs,last10secs,last30secs,shortResponse,Interval1,Interval2,Overlap1,Overlap2,Volume1,Volume2,Volume3,Pause1,Pause2,Pause3,TalkLength,Speed1,Speed2,Speed3,Speed4,Speed5,Speed6,Pitch1,Pitch2,Pitch3,Pitch4,cs
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,193,4,9,3,1,2,9,2,2023/01/09/12:50:08,00:06:24.0,00:06:26.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5,2.5,4.7,0,0,5,2,0,0,5,1,0,5,9.1,6.8,5.2,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,194,4,10,2,1,2,10,-14,2023/01/09/12:50:08,00:06:26.0,00:06:28.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6,0.6,5.1,0,0,5,2,4.9,5,5,1.5,2.1,6,6.5,5.6,5.7,4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,195,4,9,3,1,2,9,-3,2023/01/09/12:50:08,00:06:28.0,00:06:30.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1,1.8,4.9,0,0,5,2,0,0,5,1,0,7,8.3,6,6.4,6.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,196,4,10,2,1,2,10,-16,2023/01/09/12:50:08,00:06:30.0,00:06:32.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4,0.5,4.9,0,0,5,2,9,7.8,5,0,0,0,1.7,4.9,4.6,5.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,197,4,10,2,1,2,10,-11,2023/01/09/12:50:08,00:06:32.0,00:06:34.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6,0.7,5.1,0,0,5,2,7.5,6,5.3,0.5,0,10,5.9,6.5,4.8,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,198,1,7,7,1,2,1,-1,2023/01/09/12:50:08,00:06:34.0,00:06:36.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.9,3.6,6.2,0,0,5,2,8.5,4.8,5,0.5,0,6,2,3.6,3.6,4.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,199,2,10,4,10,9,1,1,2023/01/09/12:50:08,00:06:36.0,00:06:38.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.9,8,3.8,0,0,5,2,5.3,5.4,8.8,1.5,1.4,6,6.7,1.9,5.4,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,200,4,3,2,1,2,3,6,2023/01/09/12:50:08,00:06:38.0,00:06:40.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8,5.1,8,0,0,5,2,10,3.6,5,1.5,0.7,6,8.2,5,6.5,6.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,201,2,4,2,4,2,1,6,2023/01/09/12:50:08,00:06:40.0,00:06:42.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8,5.3,3.8,0,0,5,2,7.6,7.6,10,1,0,5,3.3,4.8,5.5,5.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,202,3,9,7,1,9,1,5,2023/01/09/12:50:08,00:06:42.0,00:06:44.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.2,3.6,4.4,0,0,5,2,6.2,7.5,0.4,2,0.6,5,5.1,6.3,4.4,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,203,1,7,7,1,2,3,0,2023/01/09/12:50:08,00:06:44.0,00:06:46.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.5,3.8,0,0,5,2,8.3,3.9,5,0,0,0,3.9,4,5.5,5.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,204,1,7,7,1,2,1,3,2023/01/09/12:50:08,00:06:46.0,00:06:48.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2,4.3,6,0,0,5,2,4.9,0,5,1.5,0,8,2.4,4.3,4.7,3.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,205,2,10,4,10,9,1,9,2023/01/09/12:50:08,00:06:48.0,00:06:50.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,6.4,2,0,0,5,2,8.6,3.6,5,1,0,10,3.8,5.1,4.7,4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,206,4,4,2,1,2,4,-17,2023/01/09/12:50:08,00:06:50.0,00:06:52.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5,0.8,5,0,0,5,2,7.9,7.1,9.9,0,0,0,8,2.9,5,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,207,2,10,4,10,9,1,7,2023/01/09/12:50:08,00:06:52.0,00:06:54.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.9,8.7,10,0,0,5,2,8,3.7,5,1.5,1.4,6,6.3,3.1,4.7,4.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,208,2,10,4,10,9,1,0,2023/01/09/12:50:08,00:06:54.0,00:06:56.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8,8.2,10,0,0,5,2,9.5,1,5,1.5,0.7,10,4.1,1.7,5.5,5.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,209,4,10,2,1,2,10,-20,2023/01/09/12:50:08,00:06:56.0,00:06:58.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6,0.2,5,0,0,5,2,8.4,5.5,4.8,1,0,5,5.9,3.2,4.8,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,210,4,4,2,1,2,4,-20,2023/01/09/12:50:08,00:06:58.0,00:07:00.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.4,0.1,5,0,0,5,2,8.1,5.1,5,1.5,1.4,10,5.1,3.2,5.4,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,211,4,4,2,1,2,4,-20,2023/01/09/12:50:08,00:07:00.0,00:07:02.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5,0.2,5,0,0,5,2,8.3,4.8,4.6,1,0,5,8.3,3.5,5,4.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,212,4,3,2,1,2,3,3,2023/01/09/12:50:08,00:07:02.0,00:07:04.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.1,4,6.3,0,0,5,2,9,6.6,5,0.5,0,6,8.5,4.6,6.4,6.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,213,4,10,2,1,2,10,-20,2023/01/09/12:50:08,00:07:04.0,00:07:06.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5,0.2,5,0,0,5,2,8.6,6.5,9.8,0.5,0,6,4.5,4.5,5.9,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,214,1,7,7,1,2,1,2,2023/01/09/12:50:08,00:07:06.0,00:07:08.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.3,4.3,3.5,0,0,5,2,9.9,2.8,5,1,0,7,8.3,4.2,3.9,3.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,215,2,10,1,10,9,1,7,2023/01/09/12:50:08,00:07:08.0,00:07:10.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.4,9.9,10,0,0,5,2,0,0,5,1,0,5,4.4,2.8,5.1,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,216,2,10,4,10,9,1,9,2023/01/09/12:50:08,00:07:10.0,00:07:12.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.1,7.8,9.3,0,0,5,2,6.8,4.7,8.7,1.5,1.4,10,8.5,4.3,4.4,4.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,217,2,10,1,10,9,1,11,2023/01/09/12:50:08,00:07:12.0,00:07:14.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5,9.9,10,0,0,5,2,10,3.3,5,1.5,2.1,6,8.4,4.1,4.5,7.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,218,2,10,1,10,9,1,17,2023/01/09/12:50:08,00:07:14.0,00:07:16.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.4,10,0,0,0,5,2,4.9,6.1,9.7,2.5,0.5,10,9.3,6.8,7,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,219,2,10,1,10,9,1,13,2023/01/09/12:50:08,00:07:16.0,00:07:18.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,10,10,0,0,5,2,9.7,4.8,5.4,1.5,0,6,5.7,4.7,5,5.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,220,2,10,1,10,9,1,17,2023/01/09/12:50:08,00:07:18.0,00:07:20.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,10,7.6,0,0,5,2,6,5.4,8.8,1.5,0.7,10,9.7,7.3,5,1.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,221,2,10,1,10,9,1,16,2023/01/09/12:50:08,00:07:20.0,00:07:22.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.6,10,1.9,0,0,5,2,9.5,6.2,3.4,1.5,0,10,9.1,6.3,6.3,6.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,222,2,10,1,10,9,1,7,2023/01/09/12:50:08,00:07:22.0,00:07:24.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.7,9.6,0,0,0,5,2,3.4,4.9,5,1.5,0,10,9,3,5.4,5.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,223,2,10,1,10,9,1,17,2023/01/09/12:50:08,00:07:24.0,00:07:26.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.9,10,10,0,0,5,2,8.1,5.5,2,2,0.6,5,8,6.9,8.2,8.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,224,2,10,1,10,9,1,16,2023/01/09/12:50:08,00:07:26.0,00:07:28.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.7,10,10,0,0,5,2,8.3,5.4,3.8,1.5,2.1,10,9.5,6.5,6.9,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,225,2,10,1,10,9,1,15,2023/01/09/12:50:08,00:07:28.0,00:07:30.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.3,10,0,0,0,5,2,7.8,4.7,0.8,1.5,0,6,9.5,6.1,2.7,2.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,226,2,10,1,10,9,1,14,2023/01/09/12:50:08,00:07:30.0,00:07:32.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,10,10,0,0,5,2,4.8,7.3,8.4,1.5,0,10,9.1,5.6,5.4,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,227,2,10,4,10,9,1,12,2023/01/09/12:50:08,00:07:32.0,00:07:34.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.9,7.9,10,0,0,5,2,1,0,5,1.5,0,10,9.3,5.5,3.3,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,228,2,10,1,10,9,1,13,2023/01/09/12:50:08,00:07:34.0,00:07:36.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.4,9.9,10,0,0,5,2,6.8,0,5,1.5,1.4,6,4,4.8,4.2,5.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,229,2,10,1,10,9,1,15,2023/01/09/12:50:08,00:07:36.0,00:07:38.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.7,9.7,0.2,0,0,5,2,5.4,7.2,5.9,1.5,0,6,9.1,6.2,3,4.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,230,2,10,4,10,9,1,14,2023/01/09/12:50:08,00:07:38.0,00:07:40.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8,8,0,0,0,5,2,8,3.8,5,1.5,0,6,9.1,6.4,6.2,4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,231,2,10,1,10,9,1,14,2023/01/09/12:50:08,00:07:40.0,00:07:42.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.7,10,10,0,0,5,2,10,0,5,2.5,0.5,10,9.1,5.3,7,6.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,232,2,10,4,10,9,1,10,2023/01/09/12:50:08,00:07:42.0,00:07:44.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.7,7.4,5,0,0,5,2,7.4,7.8,9.6,2.5,0.5,10,9.3,5.1,4.7,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,233,2,10,1,10,9,1,15,2023/01/09/12:50:08,00:07:44.0,00:07:46.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.1,10,10,0,0,5,2,6.7,6.2,0,2,1.2,10,9.1,5.8,2.9,6.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,234,2,10,1,10,9,1,16,2023/01/09/12:50:08,00:07:46.0,00:07:48.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.5,10,10,0,0,5,2,8.3,4.7,6,2,0.6,5,9.5,6.6,5.5,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,235,2,10,1,10,9,1,17,2023/01/09/12:50:08,00:07:48.0,00:07:50.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.1,10,10,0,0,5,2,9.4,7.9,1.3,2.5,0.5,6,9.5,7.4,7.4,6.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,236,2,10,1,10,9,1,13,2023/01/09/12:50:08,00:07:50.0,00:07:52.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.4,9,0,0,0,5,2,8.8,4.2,5,1.5,0.7,10,9.1,5.3,4.7,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,237,2,10,1,10,9,1,8,2023/01/09/12:50:08,00:07:52.0,00:07:54.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.4,9.9,0,0,0,5,2,10,1.4,5,1.5,0,10,8.5,3.1,5.1,4.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,238,2,10,4,10,9,1,10,2023/01/09/12:50:08,00:07:54.0,00:07:56.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,9.5,3.6,0,0,5,2,4.7,7.1,2.7,1.5,0,10,8.5,4,4.5,5.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,239,2,10,4,10,9,1,8,2023/01/09/12:50:08,00:07:56.0,00:07:58.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.1,8.5,7.2,0,0,5,2,10,0,5,2,0.6,10,9.1,3.7,4.8,6.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,240,2,10,1,10,9,1,1,2023/01/09/12:50:08,00:07:58.0,00:08:00.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5,7.8,1.2,0,0,5,2,10,4.8,1.2,1.5,0.7,10,9.1,2.1,4.4,4.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,241,2,10,4,10,9,1,10,2023/01/09/12:50:08,00:08:00.0,00:08:02.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.7,6.9,3.1,0,0,5,2,3.8,0,5,1.5,2.8,10,8.7,5.5,5.8,4.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,242,1,4,4,1,2,3,-1,2023/01/09/12:50:08,00:08:02.0,00:08:04.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.1,3.9,6.3,0,0,5,2,0,0,5,0.5,0,10,3.7,3.3,5.3,4.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,243,2,10,4,10,9,1,3,2023/01/09/12:50:08,00:08:04.0,00:08:06.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.9,7.5,3.4,0,0,5,2,4.7,7.5,4.4,2,0.6,5,4.1,2.6,4.8,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,244,3,9,4,1,9,1,10,2023/01/09/12:50:08,00:08:06.0,00:08:08.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5.9,2,0,0,5,2,6.5,3.5,5,2,0.6,5,3.3,6.3,4.6,3.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,245,1,7,7,1,2,1,8,2023/01/09/12:50:08,00:08:08.0,00:08:10.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5,4.6,6.8,0,0,5,2,6.7,3.3,5,1,0,5,9.1,6.5,8.3,7.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,246,4,10,2,1,2,10,-16,2023/01/09/12:50:08,00:08:10.0,00:08:12.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3,0.6,5,0,0,5,2,9.5,6.2,5.4,0.5,0,6,8,4.2,4.6,3.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,247,4,10,3,1,9,10,-18,2023/01/09/12:50:08,00:08:12.0,00:08:14.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.8,0.4,4.9,0,0,5,2,4.6,8.2,0.7,0.5,0,10,5,4.8,4.6,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,248,2,10,4,10,9,1,15,2023/01/09/12:50:08,00:08:14.0,00:08:16.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,9.2,0,0,0,5,2,8.3,5.4,3.7,2,1.2,10,9.1,6.5,6.2,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,249,2,10,4,10,9,1,13,2023/01/09/12:50:08,00:08:16.0,00:08:18.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8.7,1,0,0,5,2,10,1.6,5,1.5,0,10,8.6,5.6,5.5,6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,250,3,9,4,1,9,1,11,2023/01/09/12:50:08,00:08:18.0,00:08:20.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.3,6.5,6.5,0,0,5,2,0,0,5,1,0,7,3.2,6.1,4.2,4.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,251,3,9,2,1,9,3,5,2023/01/09/12:50:08,00:08:20.0,00:08:22.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.8,5.5,2.7,0,0,5,2,10,5.7,5,0.5,0,6,8.3,4.2,5.1,6.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,252,4,10,2,1,2,10,-6,2023/01/09/12:50:08,00:08:22.0,00:08:24.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1.7,5.7,0,0,5,2,10,1,5,0.5,0,10,8.5,4.8,7.4,6.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,253,4,9,3,1,2,9,-6,2023/01/09/12:50:08,00:08:24.0,00:08:26.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.7,2.6,4.1,0,0,5,2,8.6,3.9,5,1.5,1.4,6,8.3,3,3.9,4.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,254,4,10,3,1,2,10,-1,2023/01/09/12:50:08,00:08:26.0,00:08:28.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.3,2.1,4.7,0,0,5,2,0,0,5,0,0,0,1.5,6,4.9,4.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,255,2,10,4,10,9,1,15,2023/01/09/12:50:08,00:08:28.0,00:08:30.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8,8.2,9.9,0,0,5,2,4.3,0,5,2,1,5,7.2,6.9,7.8,7.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,256,3,9,3,1,9,4,-20,2023/01/09/12:50:08,00:08:30.0,00:08:32.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.2,5,0,0,5,2,7.8,4.7,2.8,1,0,5,0.9,2.7,5.8,5.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,257,3,9,4,1,9,1,9,2023/01/09/12:50:08,00:08:32.0,00:08:34.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.2,6.4,2.2,0,0,5,2,9.7,6,5,1.5,0,10,4.7,5.2,6.4,5.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,258,1,4,4,1,2,3,-3,2023/01/09/12:50:08,00:08:34.0,00:08:36.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5,4,4.8,0,0,5,2,5,7.8,6.4,1.5,0.7,10,8,2.7,4.5,4.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,259,4,10,2,1,2,10,-20,2023/01/09/12:50:08,00:08:36.0,00:08:38.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.2,0.2,5,0,0,5,2,5.3,5.1,5,0.5,0,6,7.2,4,5,4.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,260,4,10,2,1,9,10,-13,2023/01/09/12:50:08,00:08:38.0,00:08:40.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5,1.1,5,0,0,5,2,7.4,4.9,0,1.5,2.1,6,8.2,3.5,4.9,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,261,4,10,2,1,2,10,-20,2023/01/09/12:50:08,00:08:40.0,00:08:42.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.2,0.5,4.9,0,0,5,2,0,0,5,0,0,0,0.8,3,5.3,5.1,0
